 time            V("/vd1")       V("/vd2")       V("/vtemp")     V("/vload")    
 2.87280000e+00  4.99911146e+00  1.52882339e+00  1.01260720e+02  4.97553539e+00 
 2.88280000e+00  4.99911208e+00  1.52882300e+00  1.01609720e+02  4.97553539e+00 
 2.89280000e+00  4.99911146e+00  1.52882339e+00  1.01958720e+02  4.97553539e+00 
 2.90280000e+00  4.99911208e+00  1.52882300e+00  1.02307720e+02  4.97553539e+00 
 2.91280000e+00  4.99911146e+00  1.52882339e+00  1.02656720e+02  4.97553539e+00 
 2.92280000e+00  4.99911208e+00  1.52882300e+00  1.03005720e+02  4.97553539e+00 
 2.93280000e+00  4.99911146e+00  1.52882339e+00  1.03354720e+02  4.97553539e+00 
 2.94280000e+00  4.99911207e+00  1.52882300e+00  1.03703720e+02  4.97553539e+00 
 2.95280000e+00  4.99911146e+00  1.52882339e+00  1.04052720e+02  4.97553539e+00 
 2.96280000e+00  4.99911207e+00  1.52882300e+00  1.04401720e+02  4.97553539e+00 
 2.97280000e+00  4.99911146e+00  1.52882339e+00  1.04750720e+02  4.97553539e+00 
 2.98280000e+00  4.99911207e+00  1.52882300e+00  1.05099720e+02  4.97553539e+00 
 2.99280000e+00  4.99911146e+00  1.52882338e+00  1.05448720e+02  4.97553539e+00 
 3.00280000e+00  4.99911206e+00  1.52882300e+00  1.05797720e+02  4.97553539e+00 
 3.01280000e+00  4.99911145e+00  1.52882338e+00  1.06146720e+02  4.97553539e+00 
 3.02280000e+00  4.99911206e+00  1.52882301e+00  1.06495720e+02  4.97553539e+00 
 3.03280000e+00  4.99911145e+00  1.52882338e+00  1.06844720e+02  4.97553539e+00 
 3.04280000e+00  4.99911206e+00  1.52882301e+00  1.07193720e+02  4.97553539e+00 
 3.05280000e+00  4.99911145e+00  1.52882338e+00  1.07542720e+02  4.97553539e+00 
 3.06280000e+00  4.99911206e+00  1.52882301e+00  1.07891720e+02  4.97553539e+00 
 3.07280000e+00  4.99911145e+00  1.52882338e+00  1.08240720e+02  4.97553539e+00 
 3.08280000e+00  4.99911205e+00  1.52882301e+00  1.08589720e+02  4.97553539e+00 
 3.09280000e+00  4.99911145e+00  1.52882338e+00  1.08938720e+02  4.97553539e+00 
 3.10280000e+00  4.99911205e+00  1.52882301e+00  1.09287720e+02  4.97553539e+00 
 3.11280000e+00  4.99911145e+00  1.52882338e+00  1.09636720e+02  4.97553539e+00 
 3.12280000e+00  4.99911204e+00  1.52882301e+00  1.09985720e+02  4.97553539e+00 
 3.13280000e+00  4.99911145e+00  1.52882338e+00  1.10334720e+02  4.97553539e+00 
 3.14280000e+00  4.99911204e+00  1.52882301e+00  1.10683720e+02  4.97553539e+00 
 3.15280000e+00  4.99911144e+00  1.52882338e+00  1.11032720e+02  4.97553539e+00 
 3.16280000e+00  4.99911204e+00  1.52882301e+00  1.11381720e+02  4.97553539e+00 
 3.17280000e+00  4.99911144e+00  1.52882338e+00  1.11730720e+02  4.97553539e+00 
 3.18280000e+00  4.99911203e+00  1.52882301e+00  1.12079720e+02  4.97553539e+00 
 3.19280000e+00  4.99911144e+00  1.52882338e+00  1.12428720e+02  4.97553539e+00 
 3.20280000e+00  4.99911203e+00  1.52882301e+00  1.12777720e+02  4.97553539e+00 
 3.21280000e+00  4.99911144e+00  1.52882338e+00  1.13126720e+02  4.97553539e+00 
 3.22280000e+00  4.99911203e+00  1.52882301e+00  1.13475720e+02  4.97553539e+00 
 3.23280000e+00  4.99911143e+00  1.52882338e+00  1.13824720e+02  4.97553539e+00 
 3.24280000e+00  4.99911202e+00  1.52882301e+00  1.14173720e+02  4.97553539e+00 
 3.25280000e+00  4.99911143e+00  1.52882338e+00  1.14522720e+02  4.97553539e+00 
 3.26280000e+00  4.99911202e+00  1.52882301e+00  1.14871720e+02  4.97553539e+00 
 3.27280000e+00  4.99911143e+00  1.52882338e+00  1.15220720e+02  4.97553539e+00 
 3.28280000e+00  4.99911201e+00  1.52882301e+00  1.15569720e+02  4.97553539e+00 
 3.29280000e+00  4.99911142e+00  1.52882338e+00  1.15918720e+02  4.97553539e+00 
 3.30280000e+00  4.99911201e+00  1.52882301e+00  1.16267720e+02  4.97553539e+00 
 3.31280000e+00  4.99911142e+00  1.52882338e+00  1.16616720e+02  4.97553539e+00 
 3.32280000e+00  4.99911200e+00  1.52882301e+00  1.16965720e+02  4.97553539e+00 
 3.33280000e+00  4.99911142e+00  1.52882338e+00  1.17314720e+02  4.97553539e+00 
 3.34280000e+00  4.99911199e+00  1.52882301e+00  1.17663720e+02  4.97553539e+00 
 3.35280000e+00  4.99911141e+00  1.52882337e+00  1.18012720e+02  4.97553539e+00 
 3.36280000e+00  4.99911199e+00  1.52882301e+00  1.18361720e+02  4.97553539e+00 
 3.37280000e+00  4.99911141e+00  1.52882337e+00  1.18710720e+02  4.97553539e+00 
 3.38280000e+00  4.99911198e+00  1.52882301e+00  1.19059720e+02  4.97553539e+00 
 3.39280000e+00  4.99911140e+00  1.52882337e+00  1.19408720e+02  4.97553539e+00 
 3.40280000e+00  4.99911197e+00  1.52882302e+00  1.19757720e+02  4.97553539e+00 
 3.41280000e+00  4.99911140e+00  1.52882337e+00  1.20106720e+02  4.97553539e+00 
 3.42280000e+00  4.99911197e+00  1.52882302e+00  1.20455720e+02  4.97553539e+00 
 3.43280000e+00  4.99911139e+00  1.52882337e+00  1.20804720e+02  4.97553539e+00 
 3.44280000e+00  4.99911196e+00  1.52882302e+00  1.21153720e+02  4.97553539e+00 
 3.45280000e+00  4.99911139e+00  1.52882337e+00  1.21502720e+02  4.97553539e+00 
 3.46280000e+00  4.99911195e+00  1.52882302e+00  1.21851720e+02  4.97553539e+00 
 3.47280000e+00  4.99911138e+00  1.52882337e+00  1.22200720e+02  4.97553539e+00 
 3.48280000e+00  4.99911194e+00  1.52882302e+00  1.22549720e+02  4.97553539e+00 
 3.49280000e+00  4.99911137e+00  1.52882337e+00  1.22898720e+02  4.97553539e+00 
 3.50280000e+00  4.99911193e+00  1.52882302e+00  1.23247720e+02  4.97553539e+00 
 3.51280000e+00  4.99911136e+00  1.52882337e+00  1.23596720e+02  4.97553539e+00 
 3.52280000e+00  4.99911192e+00  1.52882302e+00  1.23945720e+02  4.97553539e+00 
 3.53280000e+00  4.99911135e+00  1.52882337e+00  1.24294720e+02  4.97553539e+00 
 3.54280000e+00  4.99911191e+00  1.52882302e+00  1.24643720e+02  4.97553539e+00 
 3.55280000e+00  4.99911134e+00  1.52882337e+00  1.24992720e+02  4.97553539e+00 
 3.56280000e+00  4.99911190e+00  1.52882302e+00  1.25341720e+02  4.97553539e+00 
 3.57280000e+00  4.99911133e+00  1.52882337e+00  1.25690720e+02  4.97553539e+00 
 3.58280000e+00  4.99911188e+00  1.52882302e+00  1.26039720e+02  4.97553539e+00 
 3.59280000e+00  4.99911132e+00  1.52882337e+00  1.26388720e+02  4.97553539e+00 
 3.60280000e+00  4.99911187e+00  1.52882302e+00  1.26737720e+02  4.97553539e+00 
 3.61280000e+00  4.99911130e+00  1.52882337e+00  1.27086720e+02  4.97553539e+00 
 3.62280000e+00  4.99911185e+00  1.52882302e+00  1.27435720e+02  4.97553539e+00 
 3.63280000e+00  4.99911128e+00  1.52882337e+00  1.27784720e+02  4.97553539e+00 
 3.64280000e+00  4.99911183e+00  1.52882302e+00  1.28133720e+02  4.97553539e+00 
 3.65280000e+00  4.99911126e+00  1.52882337e+00  1.28482720e+02  4.97553539e+00 
 3.66280000e+00  4.99911181e+00  1.52882302e+00  1.28831720e+02  4.97553539e+00 
 3.67280000e+00  4.99911124e+00  1.52882337e+00  1.29180720e+02  4.97553539e+00 
 3.68280000e+00  4.99911178e+00  1.52882302e+00  1.29529720e+02  4.97553539e+00 
 3.69280000e+00  4.99911122e+00  1.52882337e+00  1.29878720e+02  4.97553539e+00 
 3.70280000e+00  4.99911175e+00  1.52882302e+00  1.30227720e+02  4.97553539e+00 
 3.71280000e+00  4.99911119e+00  1.52882337e+00  1.30576720e+02  4.97553539e+00 
 3.72280000e+00  4.99911172e+00  1.52882302e+00  1.30925720e+02  4.97553539e+00 
 3.73280000e+00  4.99911115e+00  1.52882337e+00  1.31274720e+02  4.97553539e+00 
 3.74280000e+00  4.99911167e+00  1.52882302e+00  1.31623720e+02  4.97553539e+00 
 3.75280000e+00  4.99911110e+00  1.52882336e+00  1.31972720e+02  4.97553539e+00 
 3.76280000e+00  4.99911162e+00  1.52882302e+00  1.32321720e+02  4.97553539e+00 
 3.77280000e+00  4.99911105e+00  1.52882336e+00  1.32670720e+02  4.97553539e+00 
 3.78280000e+00  4.99911156e+00  1.52882303e+00  1.33019720e+02  4.97553539e+00 
 3.79280000e+00  4.99911098e+00  1.52882336e+00  1.33368720e+02  4.97553539e+00 
 3.80280000e+00  4.99911148e+00  1.52882303e+00  1.33717720e+02  4.97553539e+00 
 3.81280000e+00  4.99911090e+00  1.52882336e+00  1.34066720e+02  4.97553539e+00 
 3.82280000e+00  4.99911139e+00  1.52882303e+00  1.34415720e+02  4.97553539e+00 
 3.83280000e+00  4.99911080e+00  1.52882336e+00  1.34764720e+02  4.97553539e+00 
 3.84280000e+00  4.99911129e+00  1.52882303e+00  1.35113720e+02  4.97553539e+00 
 3.85280000e+00  4.99911070e+00  1.52882336e+00  1.35462720e+02  4.97553539e+00 
 3.86280000e+00  4.99911118e+00  1.52882303e+00  1.35811720e+02  4.97553539e+00 
 3.87280000e+00  4.99911058e+00  1.52882336e+00  1.36160720e+02  4.97553539e+00 
 3.88280000e+00  4.99911106e+00  1.52882303e+00  1.36509720e+02  4.97553539e+00 
 3.89280000e+00  4.99911045e+00  1.52882336e+00  1.36858720e+02  4.97553539e+00 
 3.90280000e+00  4.99911091e+00  1.52882303e+00  1.37207720e+02  4.97553539e+00 
 3.91280000e+00  4.99911031e+00  1.52882336e+00  1.37556720e+02  4.97553539e+00 
 3.92280000e+00  4.99911076e+00  1.52882303e+00  1.37905720e+02  4.97553539e+00 
 3.93280000e+00  4.99911014e+00  1.52882336e+00  1.38254720e+02  4.97553539e+00 
 3.94280000e+00  4.99911058e+00  1.52882303e+00  1.38603720e+02  4.97553539e+00 
 3.95280000e+00  4.99910995e+00  1.52882336e+00  1.38952720e+02  4.97553539e+00 
 3.96280000e+00  4.99911038e+00  1.52882303e+00  1.39301720e+02  4.97553539e+00 
 3.97280000e+00  4.99910975e+00  1.52882336e+00  1.39650720e+02  4.97553539e+00 
 3.98280000e+00  4.99911016e+00  1.52882303e+00  1.39999720e+02  4.97553539e+00 
 3.99280000e+00  4.99910951e+00  1.52882336e+00  1.40348720e+02  4.97553539e+00 
 4.00280000e+00  4.99910992e+00  1.52882303e+00  1.40697720e+02  4.97553539e+00 
 4.01280000e+00  4.99910926e+00  1.52882336e+00  1.41046720e+02  4.97553539e+00 
 4.02280000e+00  4.99910964e+00  1.52882303e+00  1.41395720e+02  4.97553539e+00 
 4.03280000e+00  4.99910897e+00  1.52882336e+00  1.41744720e+02  4.97553539e+00 
 4.04280000e+00  4.99910933e+00  1.52882303e+00  1.42093720e+02  4.97553539e+00 
 4.05280000e+00  4.99910865e+00  1.52882336e+00  1.42442720e+02  4.97553539e+00 
 4.06280000e+00  4.99910899e+00  1.52882303e+00  1.42791720e+02  4.97553539e+00 
 4.07280000e+00  4.99910829e+00  1.52882336e+00  1.43140720e+02  4.97553539e+00 
 4.08280000e+00  4.99910862e+00  1.52882303e+00  1.43489720e+02  4.97553539e+00 
 4.09280000e+00  4.99910789e+00  1.52882336e+00  1.43838720e+02  4.97553539e+00 
 4.10280000e+00  4.99910820e+00  1.52882303e+00  1.44187720e+02  4.97553539e+00 
 4.11280000e+00  4.99910745e+00  1.52882336e+00  1.44536720e+02  4.97553539e+00 
 4.12280000e+00  4.99910773e+00  1.52882303e+00  1.44885720e+02  4.97553539e+00 
 4.13280000e+00  4.99910696e+00  1.52882336e+00  1.45234720e+02  4.97553539e+00 
 4.14280000e+00  4.99910722e+00  1.52882303e+00  1.45583720e+02  4.97553539e+00 
 4.15280000e+00  4.99910642e+00  1.52882336e+00  1.45932720e+02  4.97553539e+00 
 4.16280000e+00  4.99910664e+00  1.52882303e+00  1.46281720e+02  4.97553539e+00 
 4.17280000e+00  4.99910582e+00  1.52882335e+00  1.46630720e+02  4.97553539e+00 
 4.18280000e+00  4.99910601e+00  1.52882303e+00  1.46979720e+02  4.97553539e+00 
 4.19280000e+00  4.99910516e+00  1.52882335e+00  1.47328720e+02  4.97553539e+00 
 4.20280000e+00  4.99910532e+00  1.52882303e+00  1.47677720e+02  4.97553539e+00 
 4.21280000e+00  4.99910443e+00  1.52882335e+00  1.48026720e+02  4.97553539e+00 
 4.22280000e+00  4.99910455e+00  1.52882304e+00  1.48375720e+02  4.97553539e+00 
 4.23280000e+00  4.99910363e+00  1.52882335e+00  1.48724720e+02  4.97553539e+00 
 4.24280000e+00  4.99910370e+00  1.52882304e+00  1.49073720e+02  4.97553539e+00 
 4.25280000e+00  4.99910274e+00  1.52882335e+00  1.49422720e+02  4.97553539e+00 
 4.26280000e+00  4.99910277e+00  1.52882304e+00  1.49771720e+02  4.97553539e+00 
 4.27280000e+00  4.99910176e+00  1.52882335e+00  1.50120720e+02  4.97553539e+00 
 4.28280000e+00  4.99910174e+00  1.52882304e+00  1.50469720e+02  4.97553539e+00 
 4.29280000e+00  4.99910069e+00  1.52882335e+00  1.50818720e+02  4.97553539e+00 
 4.30280000e+00  4.99910062e+00  1.52882304e+00  1.51167720e+02  4.97553539e+00 
 4.31280000e+00  4.99909951e+00  1.52882335e+00  1.51516720e+02  4.97553539e+00 
 4.32280000e+00  4.99909938e+00  1.52882304e+00  1.51865720e+02  4.97553539e+00 
 4.33280000e+00  4.99909821e+00  1.52882335e+00  1.52214720e+02  4.97553539e+00 
 4.34280000e+00  4.99909802e+00  1.52882304e+00  1.52563720e+02  4.97553539e+00 
 4.35280000e+00  4.99909679e+00  1.52882335e+00  1.52912720e+02  4.97553539e+00 
 4.36280000e+00  4.99909653e+00  1.52882304e+00  1.53261720e+02  4.97553539e+00 
 4.37280000e+00  4.99909523e+00  1.52882335e+00  1.53610720e+02  4.97553539e+00 
 4.38280000e+00  4.99909490e+00  1.52882304e+00  1.53959720e+02  4.97553539e+00 
 4.39280000e+00  4.99909353e+00  1.52882335e+00  1.54308720e+02  4.97553539e+00 
 4.40280000e+00  4.99909311e+00  1.52882304e+00  1.54657720e+02  4.97553539e+00 
 4.41280000e+00  4.99909166e+00  1.52882335e+00  1.55006720e+02  4.97553539e+00 
 4.42280000e+00  4.99909116e+00  1.52882304e+00  1.55355720e+02  4.97553539e+00 
 4.43280000e+00  4.99908962e+00  1.52882335e+00  1.55704720e+02  4.97553539e+00 
 4.44280000e+00  4.99908903e+00  1.52882304e+00  1.56053720e+02  4.97553539e+00 
 4.45280000e+00  4.99908739e+00  1.52882335e+00  1.56402720e+02  4.97553539e+00 
 4.46280000e+00  4.99908670e+00  1.52882304e+00  1.56751720e+02  4.97553539e+00 
 4.47280000e+00  4.99908496e+00  1.52882335e+00  1.57100720e+02  4.97553539e+00 
 4.48280000e+00  4.99908416e+00  1.52882304e+00  1.57449720e+02  4.97553539e+00 
 4.49280000e+00  4.99908231e+00  1.52882335e+00  1.57798720e+02  4.97553539e+00 
 4.50280000e+00  4.99908139e+00  1.52882304e+00  1.58147720e+02  4.97553539e+00 
 4.51280000e+00  4.99907943e+00  1.52882335e+00  1.58496720e+02  4.97553539e+00 
 4.52280000e+00  4.99907838e+00  1.52882304e+00  1.58845720e+02  4.97553539e+00 
 4.53280000e+00  4.99907628e+00  1.52882335e+00  1.59194720e+02  4.97553539e+00 
 4.54280000e+00  4.99907510e+00  1.52882304e+00  1.59543720e+02  4.97553539e+00 
 4.55280000e+00  4.99907287e+00  1.52882335e+00  1.59892720e+02  4.97553539e+00 
 4.56280000e+00  4.99907153e+00  1.52882304e+00  1.60241720e+02  4.97553539e+00 
 4.57280000e+00  4.99906915e+00  1.52882335e+00  1.60590720e+02  4.97553539e+00 
 4.58280000e+00  4.99906766e+00  1.52882304e+00  1.60939720e+02  4.97553539e+00 
 4.59280000e+00  4.99906512e+00  1.52882335e+00  1.61288720e+02  4.97553539e+00 
 4.60280000e+00  4.99906345e+00  1.52882304e+00  1.61637720e+02  4.97553539e+00 
 4.61280000e+00  4.99906074e+00  1.52882335e+00  1.61986720e+02  4.97553539e+00 
 4.62280000e+00  4.99905889e+00  1.52882304e+00  1.62335720e+02  4.97553539e+00 
 4.63280000e+00  4.99905599e+00  1.52882334e+00  1.62684720e+02  4.97553539e+00 
 4.64280000e+00  4.99905395e+00  1.52882305e+00  1.63033720e+02  4.97553539e+00 
 4.65280000e+00  4.99905084e+00  1.52882334e+00  1.63382720e+02  4.97553539e+00 
 4.66280000e+00  4.99904859e+00  1.52882305e+00  1.63731720e+02  4.97553539e+00 
 4.67280000e+00  4.99904527e+00  1.52882334e+00  1.64080720e+02  4.97553539e+00 
 4.68280000e+00  4.99904279e+00  1.52882305e+00  1.64429720e+02  4.97553539e+00 
 4.69280000e+00  4.99903924e+00  1.52882334e+00  1.64778720e+02  4.97553539e+00 
 4.70280000e+00  4.99903652e+00  1.52882305e+00  1.65127720e+02  4.97553539e+00 
 4.71280000e+00  4.99903272e+00  1.52882334e+00  1.65476720e+02  4.97553539e+00 
 4.72280000e+00  4.99902974e+00  1.52882305e+00  1.65825720e+02  4.97553539e+00 
 4.73280000e+00  4.99902568e+00  1.52882334e+00  1.66174720e+02  4.97553539e+00 
 4.74280000e+00  4.99902242e+00  1.52882305e+00  1.66523720e+02  4.97553539e+00 
 4.75280000e+00  4.99901807e+00  1.52882334e+00  1.66872720e+02  4.97553539e+00 
 4.76280000e+00  4.99901452e+00  1.52882305e+00  1.67221720e+02  4.97553539e+00 
 4.77280000e+00  4.99900987e+00  1.52882334e+00  1.67570720e+02  4.97553539e+00 
 4.78280000e+00  4.99900599e+00  1.52882305e+00  1.67919720e+02  4.97553539e+00 
 4.79280000e+00  4.99900102e+00  1.52882334e+00  1.68268720e+02  4.97553539e+00 
 4.80280000e+00  4.99899680e+00  1.52882305e+00  1.68617720e+02  4.97553539e+00 
 4.81280000e+00  4.99899148e+00  1.52882334e+00  1.68966720e+02  4.97553539e+00 
 4.82280000e+00  4.99898690e+00  1.52882305e+00  1.69315720e+02  4.97553539e+00 
 4.83280000e+00  4.99898121e+00  1.52882334e+00  1.69664720e+02  4.97553539e+00 
 4.84280000e+00  4.99897625e+00  1.52882305e+00  1.70013720e+02  4.97553539e+00 
 4.85280000e+00  4.99897015e+00  1.52882334e+00  1.70362720e+02  4.97553539e+00 
 4.86280000e+00  4.99896478e+00  1.52882305e+00  1.70711720e+02  4.97553539e+00 
 4.87280000e+00  4.99895826e+00  1.52882334e+00  1.71060720e+02  4.97553539e+00 
 4.88280000e+00  4.99895245e+00  1.52882305e+00  1.71409720e+02  4.97553539e+00 
 4.89280000e+00  4.99894548e+00  1.52882334e+00  1.71758720e+02  4.97553539e+00 
 4.90280000e+00  4.99893920e+00  1.52882305e+00  1.72107720e+02  4.97553539e+00 
 4.91280000e+00  4.99893175e+00  1.52882334e+00  1.72456720e+02  4.97553539e+00 
 4.92280000e+00  4.99892497e+00  1.52882305e+00  1.72805720e+02  4.97553539e+00 
 4.93280000e+00  4.99891701e+00  1.52882334e+00  1.73154720e+02  4.97553539e+00 
 4.94280000e+00  4.99890970e+00  1.52882305e+00  1.73503720e+02  4.97553539e+00 
 4.95280000e+00  4.99890120e+00  1.52882334e+00  1.73852720e+02  4.97553539e+00 
 4.96280000e+00  4.99889333e+00  1.52882305e+00  1.74201720e+02  4.97553539e+00 
 4.97280000e+00  4.99888424e+00  1.52882334e+00  1.74550720e+02  4.97553539e+00 
 4.98280000e+00  4.99887577e+00  1.52882305e+00  1.74899720e+02  4.97553539e+00 
 4.99280000e+00  4.99886607e+00  1.52882334e+00  1.75248720e+02  4.97553539e+00 
 5.00280000e+00  4.99885696e+00  1.52882305e+00  1.75597720e+02  4.97553539e+00 
 5.01280000e+00  4.99884661e+00  1.52882334e+00  1.75946720e+02  4.97553539e+00 
 5.02280000e+00  4.99883683e+00  1.52882306e+00  1.76295720e+02  4.97553539e+00 
 5.03280000e+00  4.99882578e+00  1.52882334e+00  1.76644720e+02  4.97553539e+00 
 5.04280000e+00  4.99881528e+00  1.52882306e+00  1.76993720e+02  4.97553539e+00 
 5.05280000e+00  4.99880350e+00  1.52882334e+00  1.77342720e+02  4.97553539e+00 
 5.06280000e+00  4.99879224e+00  1.52882306e+00  1.77691720e+02  4.97553539e+00 
 5.07280000e+00  4.99877967e+00  1.52882334e+00  1.78040720e+02  4.97553539e+00 
 5.08280000e+00  4.99876760e+00  1.52882306e+00  1.78389720e+02  4.97553539e+00 
 5.09280000e+00  4.99875422e+00  1.52882334e+00  1.78738720e+02  4.97553539e+00 
 5.10280000e+00  4.99874129e+00  1.52882306e+00  1.79087720e+02  4.97553539e+00 
 5.11280000e+00  4.99872703e+00  1.52882334e+00  1.79436720e+02  4.97553539e+00 
 5.12280000e+00  4.99871320e+00  1.52882306e+00  1.79785720e+02  4.97553539e+00 
 5.13280000e+00  4.99869800e+00  1.52882334e+00  1.80134720e+02  4.97553539e+00 
 5.14280000e+00  4.99868322e+00  1.52882306e+00  1.80483720e+02  4.97553539e+00 
 5.15280000e+00  4.99866704e+00  1.52882334e+00  1.80832720e+02  4.97553539e+00 
 5.16280000e+00  4.99865124e+00  1.52882306e+00  1.81181720e+02  4.97553539e+00 
 5.17280000e+00  4.99863403e+00  1.52882334e+00  1.81530720e+02  4.97553539e+00 
 5.18280000e+00  4.99861716e+00  1.52882306e+00  1.81879720e+02  4.97553539e+00 
 5.19280000e+00  4.99859885e+00  1.52882334e+00  1.82228720e+02  4.97553539e+00 
 5.20280000e+00  4.99858085e+00  1.52882306e+00  1.82577720e+02  4.97553539e+00 
 5.21280000e+00  4.99856137e+00  1.52882334e+00  1.82926720e+02  4.97553539e+00 
 5.22280000e+00  4.99854218e+00  1.52882306e+00  1.83275720e+02  4.97553539e+00 
 5.23280000e+00  4.99852148e+00  1.52882334e+00  1.83624720e+02  4.97553539e+00 
 5.24280000e+00  4.99850102e+00  1.52882306e+00  1.83973720e+02  4.97553539e+00 
 5.25280000e+00  4.99847903e+00  1.52882334e+00  1.84322720e+02  4.97553539e+00 
 5.26280000e+00  4.99845724e+00  1.52882306e+00  1.84671720e+02  4.97553539e+00 
 5.27280000e+00  4.99843389e+00  1.52882334e+00  1.85020720e+02  4.97553539e+00 
 5.28280000e+00  4.99841069e+00  1.52882306e+00  1.85369720e+02  4.97553539e+00 
 5.29280000e+00  4.99838590e+00  1.52882334e+00  1.85718720e+02  4.97553539e+00 
 5.30280000e+00  4.99836123e+00  1.52882307e+00  1.86067720e+02  4.97553539e+00 
 5.31280000e+00  4.99833491e+00  1.52882334e+00  1.86416720e+02  4.97553539e+00 
 5.32280000e+00  4.99830868e+00  1.52882307e+00  1.86765720e+02  4.97553539e+00 
 5.33280000e+00  4.99828077e+00  1.52882334e+00  1.87114720e+02  4.97553539e+00 
 5.34280000e+00  4.99825289e+00  1.52882307e+00  1.87463720e+02  4.97553539e+00 
 5.35280000e+00  4.99822330e+00  1.52882334e+00  1.87812720e+02  4.97553539e+00 
 5.36280000e+00  4.99819370e+00  1.52882307e+00  1.88161720e+02  4.97553539e+00 
 5.37280000e+00  4.99816233e+00  1.52882334e+00  1.88510720e+02  4.97553539e+00 
 5.38280000e+00  4.99813091e+00  1.52882307e+00  1.88859720e+02  4.97553539e+00 
 5.39280000e+00  4.99809768e+00  1.52882334e+00  1.89208720e+02  4.97553539e+00 
 5.40280000e+00  4.99806434e+00  1.52882307e+00  1.89557720e+02  4.97553539e+00 
 5.41280000e+00  4.99802915e+00  1.52882334e+00  1.89906720e+02  4.97553539e+00 
 5.42280000e+00  4.99799380e+00  1.52882307e+00  1.90255720e+02  4.97553539e+00 
 5.43280000e+00  4.99795655e+00  1.52882334e+00  1.90604720e+02  4.97553539e+00 
 5.44280000e+00  4.99791909e+00  1.52882307e+00  1.90953720e+02  4.97553539e+00 
 5.45280000e+00  4.99787967e+00  1.52882334e+00  1.91302720e+02  4.97553539e+00 
 5.46280000e+00  4.99783999e+00  1.52882307e+00  1.91651720e+02  4.97553539e+00 
 5.47280000e+00  4.99779830e+00  1.52882334e+00  1.92000720e+02  4.97553539e+00 
